n,Iterative,Recursive,Dynamic Programming
10060,0.56778,-,0.76758
10061,0.51743,-,0.86838
10062,0.56739,-,0.71806
10063,0.51758,-,0.91846
10064,0.56799,-,0.91860
10065,0.51754,-,0.81840
10066,0.51705,-,0.76849
10067,0.56764,-,0.81837
10068,0.51678,-,0.76822
10069,0.56742,-,0.91855
10070,0.51719,-,0.71795
10071,0.51756,-,0.91845
10072,0.51729,-,0.76808
10073,0.56751,-,0.91874
10074,0.51745,-,0.76825
10075,0.51732,-,0.91851
10076,0.51718,-,0.86846
10077,0.56756,-,0.96855
10078,0.51729,-,0.81804
10079,0.51703,-,0.96886
10080,0.56779,-,0.81853
10081,0.51749,-,1.01885
10082,0.56777,-,0.81828
10083,0.51733,-,0.96872
10084,0.56756,-,0.81857
10085,0.56777,-,1.01948
10086,0.56776,-,0.86870
10087,0.51799,-,0.96804
10088,0.56764,-,0.76819
10089,0.51730,-,0.91869
10090,0.51724,-,0.86864
10091,0.51737,-,0.91859
10092,0.51761,-,0.76794
10093,0.56721,-,0.96885
10094,0.51745,-,0.76821
10095,0.56718,-,0.86862
10096,0.51747,-,0.76916
10097,0.56762,-,0.81783
10098,0.51727,-,0.76822
10099,0.56775,-,0.96879
10100,0.51797,-,0.76817
10101,0.51736,-,0.91833
10102,0.51747,-,0.76810
10103,0.51763,-,0.96843
10104,0.56737,-,0.86825
10105,0.51732,-,0.81849
10106,0.56780,-,0.71807
10107,0.56742,-,0.81838
10108,0.51751,-,0.91848
10109,0.56737,-,0.91846
10110,0.51743,-,0.81830
10111,0.56749,-,0.91871
10112,0.51722,-,0.81835
10113,0.56751,-,1.01875
10114,0.56754,-,0.76806
10115,0.51735,-,1.01887
10116,0.51727,-,0.86845
10117,0.51765,-,0.96860
10118,0.51774,-,0.71791
10119,0.56727,-,0.91872
10120,0.51740,-,0.71842
10121,0.56725,-,0.91879
10122,0.56750,-,0.96878
10123,0.51716,-,0.86861
10124,0.51745,-,0.76841
10125,0.56751,-,0.81804
10126,0.51744,-,0.76817
10127,0.51754,-,0.91781
10128,0.51736,-,0.81826
10129,0.61755,-,1.01886
10130,0.56765,-,0.96888
10131,0.56761,-,0.81811
10132,0.56770,-,0.76828
10133,0.51749,-,0.81847
10134,0.56742,-,0.76811
10135,0.56749,-,1.01888
10136,0.56754,-,0.76822
10137,0.56739,-,0.91859
10138,0.51753,-,0.76814
10139,0.51732,-,0.96891
10140,0.56786,-,0.86859
10141,0.56750,-,0.96882
10142,0.51720,-,0.81818
10143,0.56778,-,1.01872
10144,0.61747,-,0.76817
10145,0.56771,-,0.96904
10146,0.56754,-,0.81846
10147,0.51751,-,0.86838
10148,0.56762,-,0.76821
10149,0.56756,-,0.91865
10150,0.56775,-,0.86825
10151,0.56752,-,1.01854
10152,0.56767,-,0.81844
10153,0.56752,-,0.96866
10154,0.56822,-,0.81843
10155,0.51748,-,1.01854
10156,0.56691,-,0.76805
10157,0.51747,-,0.91889
10158,0.56747,-,0.76819
10159,0.51703,-,0.91859
10160,0.51747,-,0.81792
10161,0.51749,-,1.01882
10162,0.51757,-,0.81810
10163,0.56745,-,0.91846
10164,0.56742,-,0.81836
10165,0.56743,-,0.96885
10166,0.51767,-,0.86800
10167,0.56740,-,0.91858
10168,0.56772,-,0.76843
10169,0.51718,-,0.86855
10170,0.51734,-,0.81824
10171,0.56732,-,0.91861
10172,0.51769,-,0.91867
10173,0.56759,-,0.91866
10174,0.56753,-,0.76811
10175,0.56746,-,0.91862
10176,0.56782,-,0.81836
10177,0.56763,-,0.96883
10178,0.51754,-,0.76784
10179,0.56750,-,0.91874
10180,0.51734,-,0.76849
10181,0.51728,-,0.91875
10182,0.56774,-,0.81859
10183,0.51804,-,0.91845
10184,0.51750,-,0.76821
10185,0.56742,-,1.01898
10186,0.51742,-,0.76837
10187,0.56771,-,0.96879
10188,0.56667,-,0.81809
10189,0.56751,-,0.86760
10190,0.56751,-,0.76772
10191,0.56767,-,0.91895
10192,0.56779,-,0.76819
10193,0.56747,-,0.96892
10194,0.56757,-,0.96864
10195,0.51757,-,0.86864
10196,0.51729,-,0.81842
10197,0.56755,-,0.81849
10198,0.56725,-,0.76851
10199,0.56782,-,0.91846
10200,0.56749,-,0.76826
10201,0.56757,-,0.96880
10202,0.51759,-,0.86839
10203,0.56756,-,0.91892
10204,0.56758,-,0.76845
10205,0.56786,-,0.91866
10206,0.51763,-,0.86802
10207,0.56728,-,1.01897
10208,0.56751,-,0.81859
10209,0.56751,-,0.96856
10210,0.56760,-,0.81815
10211,0.56759,-,0.96929
10212,0.56757,-,0.81828
10213,0.56782,-,0.81855
10214,0.56738,-,1.01869
10215,0.56724,-,0.86852
10216,0.51748,-,0.76799
10217,0.56758,-,0.86848
10218,0.56748,-,0.81842
10219,0.56811,-,1.01889
10220,0.56747,-,0.81835
10221,0.56748,-,1.01897
10222,0.56738,-,0.86841
10223,0.56706,-,0.91870
10224,0.56742,-,0.76820
10225,0.56746,-,0.96875
10226,0.51718,-,0.81843
10227,0.56769,-,0.96882
10228,0.51726,-,0.76846
10229,0.61789,-,0.91859
10230,0.51726,-,0.81852
10231,0.56718,-,0.96865
10232,0.51716,-,0.86791
10233,0.56761,-,1.01870
10234,0.56756,-,0.76825
10235,0.51740,-,0.96888
10236,0.56762,-,0.96873
10237,0.56753,-,0.86842
10238,0.56812,-,0.81806
10239,0.56739,-,0.81816
10240,0.56765,-,0.86828
10241,0.56760,-,0.81889
10242,0.51730,-,0.81823
10243,0.56715,-,0.91874
10244,0.56740,-,0.81843
10245,0.56737,-,0.96869
10246,0.56787,-,0.76814
10247,0.56737,-,0.96864
10248,0.56744,-,0.81801
10249,0.56744,-,1.01844
10250,0.56751,-,0.76810
10251,0.56740,-,1.01873
10252,0.51752,-,0.81830
10253,0.51717,-,0.91811
10254,0.56726,-,0.81821
10255,0.56746,-,1.01882
10256,0.56770,-,0.96873
10257,0.56771,-,0.81863
10258,0.56738,-,0.81859
10259,0.56750,-,0.91830
10260,0.56758,-,0.81824
10261,0.56724,-,1.06877
10262,0.51719,-,0.86854
10263,0.51745,-,0.86841
10264,0.56731,-,0.86787
10265,0.56724,-,0.86925
10266,0.56738,-,0.76773
10267,0.56742,-,0.81807
10268,0.51735,-,0.81835
10269,0.56732,-,0.96885
10270,0.56754,-,0.81787
10271,0.56732,-,0.81823
10272,0.56726,-,0.86846
10273,0.56746,-,0.96870
10274,0.56768,-,0.81795
10275,0.56744,-,0.91854
10276,0.56744,-,0.76816
10277,0.56722,-,0.86827
10278,0.56782,-,1.01853
10279,0.56705,-,0.81810
10280,0.51737,-,0.81829
10281,0.56742,-,0.91861
10282,0.56690,-,0.86853
10283,0.56707,-,0.81805
10284,0.51718,-,0.81789
10285,0.56700,-,0.96832
10286,0.56792,-,0.76836
10287,0.56713,-,0.81810
10288,0.56750,-,0.76833
10289,0.56709,-,0.96822
10290,0.56716,-,0.76780
10291,0.56715,-,0.86800
10292,0.56708,-,0.76755
10293,0.56707,-,0.96826
10294,0.56739,-,0.86864
10295,0.56721,-,0.91832
10296,0.56741,-,0.91863
10297,0.56737,-,0.87574
10298,0.56770,-,0.81832
10299,0.56710,-,0.86860
10300,0.56756,-,0.81834
10301,0.56671,-,1.01868
10302,0.56762,-,0.86889
10303,0.56715,-,1.01846
10304,0.61791,-,0.86837
10305,0.56757,-,0.86842
10306,0.56729,-,0.76847
10307,0.56766,-,1.01858
10308,0.56719,-,0.81795
10309,0.56718,-,0.86828
10310,0.56704,-,0.76774
10311,0.61762,-,0.96833
10312,0.56745,-,0.81829
10313,0.56698,-,0.91832
10314,0.56701,-,0.86814
10315,0.61733,-,0.86830
10316,0.56776,-,0.81871
10317,0.56732,-,0.86783
10318,0.56749,-,0.81803
10319,0.56704,-,0.96829
10320,0.56714,-,0.91858
10321,0.56731,-,0.86854
10322,0.61725,-,0.81816
10323,0.56723,-,0.86813
10324,0.56732,-,0.81786
10325,0.56727,-,1.01851
10326,0.56766,-,0.81834
10327,0.56749,-,1.01858
10328,0.56740,-,0.81800
10329,0.56751,-,0.81796
10330,0.56705,-,0.76790
10331,0.61726,-,1.01855
10332,0.56722,-,0.81800
10333,0.56707,-,0.86818
10334,0.56763,-,0.86821
10335,0.56742,-,0.96846
10336,0.56731,-,0.86853
10337,0.56706,-,0.96843
10338,0.56766,-,0.86927
10339,0.56748,-,0.86848
10340,0.61782,-,0.81830
10341,0.56753,-,1.01860
10342,0.56747,-,0.96892
10343,0.56746,-,0.86853
10344,0.56780,-,0.81821
10345,0.56748,-,0.91850
10346,0.51745,-,0.81815
10347,0.56742,-,0.96907
10348,0.56743,-,0.86855
10349,0.56755,-,0.86868
10350,0.56761,-,0.81808
10351,0.61757,-,0.86869
10352,0.61738,-,0.76810
10353,0.61763,-,0.86889
10354,0.56751,-,0.86841
10355,0.56758,-,0.81844
10356,0.56733,-,0.76816
10357,0.56755,-,1.01906
10358,0.56763,-,0.86847
10359,0.56769,-,1.06885
10360,0.56804,-,0.96846
10361,0.56724,-,0.81828
10362,0.61746,-,0.86858
10363,0.51747,-,0.91888
10364,0.56718,-,0.91864
10365,0.56738,-,0.81847
10366,0.56787,-,0.81849
10367,0.56754,-,0.91877
10368,0.56762,-,0.81837
10369,0.56750,-,1.01846
10370,0.56781,-,0.86868
10371,0.56799,-,0.91900
10372,0.56824,-,0.81845
10373,0.56741,-,0.91842
10374,0.56750,-,0.86840
10375,0.56752,-,0.86856
10376,0.56751,-,0.81843
10377,0.56734,-,0.91845
10378,0.56754,-,0.81859
10379,0.56726,-,1.01875
10380,0.56732,-,0.81832
10381,0.56762,-,0.91854
10382,0.61757,-,0.86849
10383,0.56739,-,0.91866
10384,0.56710,-,0.96884
10385,0.56728,-,0.81857
10386,0.56758,-,0.81839
10387,0.56745,-,0.96930
10388,0.56794,-,0.81838
10389,0.61758,-,1.01874
10390,0.56743,-,0.81830
10391,0.56732,-,0.96883
10392,0.56773,-,0.76807
10393,0.56739,-,1.06892
10394,0.56800,-,0.86841
10395,0.56734,-,0.91857
10396,0.56764,-,0.91866
10397,0.61770,-,0.91857
10398,0.56773,-,0.81835
10399,0.56782,-,0.96857
10400,0.56756,-,0.81857
10401,0.56760,-,0.96853
10402,0.61756,-,0.86836
10403,0.56736,-,0.91892
10404,0.56766,-,0.91876
10405,0.56741,-,0.91840
10406,0.56761,-,0.91895
10407,0.56683,-,0.86838
10408,0.56732,-,0.76812
10409,0.56757,-,0.86831
10410,0.56747,-,0.81847
10411,0.56735,-,0.96876
10412,0.56749,-,0.86856
10413,0.56753,-,1.01935
10414,0.56743,-,0.81850
10415,0.56743,-,1.01867
10416,0.61726,-,0.86823
10417,0.56774,-,0.91786
10418,0.61801,-,0.91860
10419,0.56743,-,0.86871
10420,0.56778,-,0.86872
10421,0.56757,-,1.01884
10422,0.56719,-,0.86858
10423,0.61824,-,0.86858
10424,0.56747,-,1.06832
10425,0.61799,-,0.91873
10426,0.56745,-,0.86801
10427,0.56695,-,0.81823
10428,0.56695,-,0.81809
10429,0.56720,-,0.96855
10430,0.56798,-,0.81865
10431,0.61758,-,0.86867
10432,0.56782,-,0.81838
10433,0.56722,-,0.81809
10434,0.56763,-,0.86803
10435,0.56718,-,0.81792
10436,0.56720,-,0.96905
10437,0.56764,-,0.86848
10438,0.56754,-,0.96902
10439,0.56736,-,0.86856
10440,0.56747,-,0.86868
10441,0.56735,-,0.86814
10442,0.56706,-,0.86895
10443,0.56710,-,1.01839
10444,0.56714,-,0.86821
10445,0.56705,-,0.91844
10446,0.56751,-,0.81808
10447,0.56765,-,0.86864
10448,0.56720,-,1.01789
10449,0.56765,-,1.01929
10450,0.56805,-,0.91834
10451,0.56769,-,0.91788
10452,0.56760,-,0.86818
10453,0.56758,-,0.84445
10454,0.56706,-,0.86812
10455,0.56714,-,0.81794
10456,0.61730,-,0.81821
10457,0.56698,-,0.96852
10458,0.56720,-,0.81798
10459,0.56724,-,0.91841
10460,0.56750,-,0.81831
10461,0.56706,-,0.81816
10462,0.56715,-,0.76844
10463,0.56711,-,0.96877
10464,0.56738,-,0.81828
10465,0.56738,-,0.86805
10466,0.56713,-,0.81755
10467,0.56714,-,1.01887
10468,0.56720,-,0.81811
10469,0.56705,-,0.86829
10470,0.56693,-,0.81802
10471,0.56728,-,0.91807
10472,0.61709,-,1.01853
10473,0.56704,-,0.91861
10474,0.56721,-,0.81838
10475,0.56748,-,0.81869
10476,0.61758,-,0.96898
10477,0.61769,-,0.81861
10478,0.56752,-,0.81805
10479,0.56703,-,0.86838
10480,0.56714,-,0.81783
10481,0.56697,-,0.91838
10482,0.56743,-,0.81844
10483,0.56750,-,0.96890
10484,0.56704,-,0.81791
10485,0.61713,-,0.84457
10486,0.56713,-,0.81790
10487,0.56721,-,0.86806
10488,0.56684,-,0.81793
10489,0.56768,-,0.81787
10490,0.56719,-,0.81798
10491,0.56698,-,1.01854
10492,0.56755,-,0.81831
10493,0.56735,-,0.86812
10494,0.56729,-,0.81816
10495,0.56719,-,1.01851
10496,0.56726,-,0.76797
10497,0.56711,-,0.81798
10498,0.56715,-,0.81779
10499,0.56721,-,0.96759
10500,0.56784,-,0.86849
10501,0.56716,-,0.86803
10502,0.56779,-,0.81791
10503,0.61754,-,0.91811
10504,0.56687,-,0.86814
10505,0.56750,-,0.86811
10506,0.61801,-,0.81857
10507,0.56669,-,0.91775
10508,0.56707,-,0.86767
10509,0.56720,-,0.86815
10510,0.56752,-,0.81763
10511,0.56698,-,0.86846
10512,0.56780,-,0.81835
10513,0.56745,-,1.06907
10514,0.61808,-,0.91851
10515,0.56787,-,0.86873
10516,0.61758,-,0.81843
10517,0.56753,-,0.81816
10518,0.56669,-,0.81763
10519,0.61765,-,1.01894
10520,0.56722,-,0.86769
10521,0.56709,-,0.86835
10522,0.61710,-,0.81884
10523,0.56731,-,1.01907
10524,0.56707,-,0.86847
10525,0.56818,-,0.91843
10526,0.56758,-,0.86825
10527,0.56709,-,0.86789
10528,0.61760,-,0.91750
10529,0.56761,-,0.81808
10530,0.56719,-,0.86833
10531,0.61763,-,0.81826
10532,0.56717,-,0.81837
10533,0.56734,-,0.86817
10534,0.56755,-,0.91814
10535,0.56771,-,0.86819
10536,0.56700,-,0.81785
10537,0.56760,-,0.86848
10538,0.56660,-,0.86813
10539,0.56738,-,0.86800
10540,0.56782,-,0.86837
10541,0.61739,-,0.81856
10542,0.61740,-,0.86840
10543,0.56734,-,0.81797
10544,0.61738,-,0.96824
10545,0.56764,-,0.86766
10546,0.56739,-,0.91835
10547,0.56765,-,0.81807
10548,0.56711,-,0.96848
10549,0.56762,-,0.86793
10550,0.56766,-,1.01854
10551,0.56803,-,0.86852
10552,0.61767,-,0.91791
10553,0.56715,-,0.86855
10554,0.56771,-,0.96905
10555,0.56732,-,0.86866
10556,0.56762,-,1.01846
10557,0.56776,-,0.86823
10558,0.56767,-,0.86840
10559,0.56675,-,0.81858
10560,0.56747,-,0.86868
10561,0.56764,-,1.01871
10562,0.56726,-,0.86883
10563,0.56783,-,0.96854
10564,0.56760,-,0.86855
10565,0.56764,-,0.96869
10566,0.56765,-,0.86903
10567,0.61763,-,0.91806
10568,0.56740,-,0.86818
10569,0.56752,-,0.86872
10570,0.56737,-,0.86846
10571,0.61714,-,0.96829
10572,0.56777,-,0.81804
10573,0.56762,-,0.91842
10574,0.56707,-,0.86837
10575,0.56671,-,0.91811
10576,0.56836,-,0.86771
10577,0.56786,-,0.91871
10578,0.56778,-,0.86833
10579,0.56749,-,0.91928
10580,0.56799,-,0.86845
10581,0.56790,-,0.86886
10582,0.56760,-,0.81815
10583,0.56802,-,1.06901
10584,0.61860,-,0.86834
10585,0.56775,-,0.91884
10586,0.56741,-,0.81820
10587,0.61784,-,0.91897
10588,0.61742,-,0.91869
10589,0.61762,-,0.91850
10590,0.61692,-,0.86843
10591,0.56777,-,0.86826
10592,0.56734,-,0.86826
10593,0.61682,-,0.86818
10594,0.56717,-,0.86788
10595,0.56745,-,0.96866
10596,0.61731,-,0.91859
10597,0.61737,-,0.91799
10598,0.61807,-,0.86835
10599,0.61747,-,0.86805
10600,0.61789,-,0.91884
10601,0.56717,-,0.86868
10602,0.61740,-,0.86851
10603,0.56733,-,0.86864
10604,0.56791,-,0.86799
10605,0.61791,-,0.86852
10606,0.61727,-,0.81878
10607,0.56761,-,0.91863
10608,0.61776,-,0.81844
10609,0.56763,-,0.86872
10610,0.61756,-,0.91869
10611,0.56738,-,0.91777
10612,0.61781,-,0.96900
10613,0.61669,-,0.96858
10614,0.56707,-,0.86819
10615,0.56778,-,0.86775
10616,0.61750,-,0.91844
10617,0.56786,-,0.86811
10618,0.56683,-,0.86800
10619,0.61724,-,0.81793
10620,0.56734,-,1.01834
10621,0.56730,-,0.86810
10622,0.61738,-,0.86833
10623,0.56766,-,0.86848
10624,0.56752,-,1.01884
10625,0.61779,-,0.81856
10626,0.56737,-,1.01858
10627,0.61721,-,0.86859
10628,0.61758,-,0.86842
10629,0.56752,-,0.81768
10630,0.56722,-,0.86828
10631,0.56752,-,0.86818
10632,0.61758,-,0.91844
10633,0.61770,-,0.96819
10634,0.61764,-,0.91845
10635,0.61694,-,0.86859
10636,0.56781,-,0.81836
10637,0.61729,-,0.86834
10638,0.61746,-,0.86855
10639,0.61753,-,0.81849
10640,0.61775,-,0.91866
10641,0.56713,-,0.86834
10642,0.61785,-,0.86863
10643,0.56768,-,0.81820
10644,0.56757,-,0.96877
10645,0.61754,-,0.86856
10646,0.62406,-,0.91877
10647,0.56748,-,0.86758
10648,0.61779,-,0.91771
10649,0.61799,-,0.81798
10650,0.61706,-,0.86781
10651,0.56777,-,1.01798
10652,0.61759,-,0.91846
10653,0.61815,-,0.91837
10654,0.61751,-,0.91832
10655,0.61780,-,0.86832
10656,0.61765,-,0.91833
10657,0.56766,-,0.86771
10658,0.61673,-,0.91835
10659,0.61811,-,0.86871
10660,0.61769,-,0.91869
10661,0.61744,-,0.86881
10662,0.56773,-,0.86854
10663,0.61775,-,0.86833
10664,0.61799,-,0.86861
10665,0.56772,-,0.91854
10666,0.56792,-,0.81831
10667,0.61797,-,0.86903
10668,0.61779,-,0.86820
10669,0.61756,-,0.86885
10670,0.56804,-,0.86866
10671,0.56691,-,0.86885
10672,0.61738,-,0.81835
10673,0.61782,-,0.86847
10674,0.61755,-,0.86826
10675,0.61721,-,0.91826
10676,0.61766,-,0.86823
10677,0.61754,-,0.86841
10678,0.61776,-,0.81772
10679,0.56765,-,1.01875
10680,0.56750,-,0.81811
10681,0.56748,-,1.01910
10682,0.56748,-,0.81758
10683,0.61833,-,1.01915
10684,0.56746,-,0.86879
10685,0.61780,-,0.81848
10686,0.61776,-,0.91841
10687,0.61769,-,0.81837
10688,0.61787,-,0.86828
10689,0.56772,-,0.86841
10690,0.56762,-,0.91870
10691,0.61779,-,0.86852
10692,0.61762,-,0.86847
10693,0.56697,-,0.86795
10694,0.61794,-,0.91918
10695,0.61776,-,0.86843
10696,0.61755,-,0.91862
10697,0.56801,-,0.91883
10698,0.61768,-,0.86860
10699,0.56724,-,0.86851
10700,0.61804,-,0.86812
10701,0.61800,-,0.91871
10702,0.61781,-,0.86847
10703,0.61806,-,0.91841
10704,0.61795,-,0.91870
10705,0.61784,-,0.86858
10706,0.61799,-,0.91861
10707,0.56743,-,0.91860
10708,0.61807,-,0.91856
10709,0.61793,-,0.91883
10710,0.56768,-,0.91848
10711,0.61739,-,0.91874
10712,0.56740,-,0.86788
10713,0.61694,-,0.91864
10714,0.61784,-,0.86809
10715,0.61741,-,0.91868
10716,0.61807,-,0.96942
10717,0.56715,-,0.91867
10718,0.61780,-,0.86889
10719,0.61783,-,0.86875
10720,0.61760,-,0.96862
10721,0.61764,-,0.91891
10722,0.61777,-,1.01876
10723,0.61781,-,0.86851
10724,0.61742,-,0.91879
10725,0.61800,-,0.86868
10726,0.56764,-,0.81903
10727,0.61758,-,1.01947
10728,0.61777,-,0.86824
10729,0.61768,-,0.91884
10730,0.61818,-,0.91851
10731,0.61792,-,0.91859
10732,0.61761,-,0.86855
10733,0.56768,-,0.86869
10734,0.61761,-,0.96881
10735,0.56775,-,0.96885
10736,0.61774,-,0.91861
10737,0.61772,-,0.91876
10738,0.61745,-,0.86843
10739,0.56768,-,0.86889
10740,0.56756,-,0.91857
10741,0.61759,-,0.86838
10742,0.61763,-,0.86852
10743,0.56791,-,0.91894
10744,0.61751,-,0.96903
10745,0.56739,-,0.91854
10746,0.61756,-,0.91864
10747,0.61763,-,0.86768
10748,0.61739,-,0.91853
10749,0.61782,-,0.91865
10750,0.61785,-,0.86862
10751,0.61796,-,0.91863
10752,0.61792,-,0.91887
10753,0.61756,-,0.86860
10754,0.56722,-,0.91917
10755,0.61759,-,1.01902
10756,0.61794,-,0.86852
10757,0.61785,-,0.91904
10758,0.61789,-,0.96871
10759,0.61735,-,0.86834
10760,0.61783,-,0.86857
10761,0.61722,-,0.86865
10762,0.61787,-,0.91885
10763,0.61803,-,0.81826
10764,0.61740,-,0.91870
10765,0.66778,-,0.96914
10766,0.56749,-,0.86853
10767,0.56822,-,1.01855
10768,0.56772,-,0.86851
10769,0.56716,-,1.06904
10770,0.61796,-,0.91862
10771,0.56792,-,0.86839
10772,0.61744,-,0.86822
10773,0.61762,-,0.91847
10774,0.61757,-,0.91854
10775,0.61754,-,1.06912
10776,0.61714,-,1.01903
10777,0.61766,-,0.81827
10778,0.61799,-,0.91878
10779,0.66782,-,0.91847
10780,0.61779,-,0.86819
10781,0.66788,-,0.91887
10782,0.61843,-,0.91860
10783,0.61803,-,0.86833
10784,0.61752,-,0.91870
10785,0.61782,-,0.86859
10786,0.61773,-,0.91858
10787,0.61787,-,0.91876
10788,0.61816,-,0.91854
10789,0.61760,-,0.91838
10790,0.61799,-,0.91820
10791,0.61765,-,0.86785
10792,0.61773,-,0.86875
10793,0.61760,-,0.91870
10794,0.61730,-,0.91864
10795,0.61747,-,1.06853
10796,0.61703,-,0.96870
10797,0.61778,-,0.96846
10798,0.61777,-,0.91874
10799,0.61749,-,0.86845
10800,0.61727,-,0.86796
10801,0.61706,-,0.91827
10802,0.61759,-,0.91848
10803,0.61774,-,0.91896
10804,0.61752,-,0.86849
10805,0.61799,-,0.91884
10806,0.61755,-,0.96878
10807,0.61772,-,0.86874
10808,0.61795,-,0.91858
10809,0.61787,-,0.91825
10810,0.61767,-,0.86834
10811,0.61816,-,0.91887
10812,0.61760,-,0.91830
10813,0.61785,-,0.86867
10814,0.61795,-,0.91843
10815,0.61769,-,1.11851
10816,0.61756,-,0.86853
10817,0.61787,-,0.86783
10818,0.61788,-,1.06882
10819,0.56737,-,0.91877
10820,0.61774,-,0.96867
10821,0.61773,-,0.81857
10822,0.61753,-,0.91829
10823,0.61776,-,0.91860
10824,0.61777,-,0.86860
10825,0.61820,-,0.96858
10826,0.61780,-,0.96883
10827,0.61787,-,0.91879
10828,0.61817,-,0.91869
10829,0.61789,-,0.91883
10830,0.61829,-,0.96857
10831,0.61766,-,0.86852
10832,0.61732,-,0.96827
10833,0.61771,-,0.86834
10834,0.61777,-,0.86866
10835,0.61728,-,0.96820
10836,0.61725,-,0.91867
10837,0.61780,-,0.91866
10838,0.61791,-,0.91894
10839,0.61796,-,0.86838
10840,0.61750,-,0.96846
10841,0.61752,-,0.91911
10842,0.56702,-,0.86838
10843,0.61767,-,0.91853
10844,0.61771,-,0.86843
10845,0.61762,-,0.86846
10846,0.61777,-,0.91866
10847,0.61808,-,1.01882
10848,0.61780,-,0.86862
10849,0.61776,-,0.91869
10850,0.61777,-,0.96862
10851,0.61802,-,0.86860
10852,0.61768,-,0.91832
10853,0.61707,-,0.96862
10854,0.61766,-,0.91842
10855,0.61743,-,0.96816
10856,0.61790,-,0.91850
10857,0.61708,-,0.91804
10858,0.61740,-,0.86855
10859,0.61760,-,0.96877
10860,0.61722,-,0.96878
10861,0.61751,-,1.01916
10862,0.61810,-,0.86860
10863,0.61739,-,0.91862
10864,0.61757,-,0.91900
10865,0.61758,-,0.91870
10866,0.61758,-,0.91885
10867,0.61784,-,0.96869
10868,0.61811,-,0.91861
10869,0.61764,-,0.91852
10870,0.61761,-,0.91852
10871,0.61770,-,0.96889
10872,0.61773,-,0.96837
10873,0.61764,-,0.86845
10874,0.61732,-,0.91841
10875,0.61738,-,0.96816
10876,0.61759,-,1.06884
10877,0.61788,-,0.91885
10878,0.61759,-,0.96899
10879,0.61737,-,0.96855
10880,0.61745,-,0.86770
10881,0.61758,-,0.91877
10882,0.61727,-,0.91836
10883,0.61756,-,0.91829
10884,0.61746,-,0.91889
10885,0.61786,-,1.01866
10886,0.61774,-,0.86847
10887,0.61808,-,0.96894
10888,0.61768,-,0.91879
10889,0.61735,-,0.91871
10890,0.61777,-,0.91879
10891,0.61777,-,0.91856
10892,0.61760,-,0.91842
10893,0.61787,-,0.96810
10894,0.66753,-,1.01871
10895,0.61769,-,1.01847
10896,0.61753,-,1.01910
10897,0.61768,-,1.01883
10898,0.66801,-,0.91924
10899,0.61863,-,0.86845
10900,0.61780,-,0.91866
10901,0.61752,-,0.91853
10902,0.61772,-,0.91809
10903,0.61802,-,0.91884
10904,0.61782,-,0.91863
10905,0.61778,-,0.86853
10906,0.66799,-,0.91919
10907,0.61761,-,0.91890
10908,0.61836,-,0.97339
10909,0.66787,-,0.91838
10910,0.61772,-,0.91866
10911,0.61732,-,0.96878
10912,0.61765,-,0.96888
10913,0.61765,-,1.11834
10914,0.66689,-,0.91805
10915,0.61814,-,0.91877
10916,0.61801,-,0.86819
10917,0.61722,-,0.91828
10918,0.61762,-,0.91828
10919,0.61770,-,0.96833
10920,0.61761,-,0.91820
10921,0.61810,-,1.06829
10922,0.61755,-,0.91855
10923,0.61776,-,0.91845
10924,0.61750,-,0.96940
10925,0.61750,-,0.96882
10926,0.61770,-,0.91869
10927,0.61761,-,0.91868
10928,0.61755,-,0.86859
10929,0.61796,-,1.06935
10930,0.61785,-,0.91863
10931,0.66784,-,0.91859
10932,0.61769,-,0.86854
10933,0.61776,-,0.96862
10934,0.61803,-,0.91872
10935,0.61746,-,0.91810
10936,0.61759,-,0.96818
10937,0.61769,-,0.91812
10938,0.61773,-,0.96889
10939,0.61702,-,0.91803
10940,0.61778,-,0.96859
10941,0.61753,-,0.86843
10942,0.61773,-,0.91873
10943,0.61757,-,1.01877
10944,0.61763,-,0.86809
10945,0.61752,-,0.91852
10946,0.61764,-,0.96873
10947,0.61733,-,0.86831
10948,0.66716,-,0.91856
10949,0.61732,-,0.91853
10950,0.61766,-,1.01886
10951,0.61767,-,0.91810
10952,0.61748,-,0.91849
10953,0.61764,-,0.86799
10954,0.61790,-,0.96848
10955,0.61735,-,0.91846
10956,0.61732,-,0.96869
10957,0.61794,-,0.96881
10958,0.61765,-,0.86801
10959,0.61782,-,0.91893
10960,0.61775,-,0.91830
10961,0.61751,-,0.96844
10962,0.61776,-,0.86815
10963,0.61770,-,0.96889
10964,0.61782,-,0.91869
10965,0.61764,-,1.01914
10966,0.61764,-,0.86839
10967,0.61770,-,0.96859
10968,0.61808,-,0.96868
10969,0.61736,-,1.01849
10970,0.61722,-,0.96875
10971,0.66798,-,0.86816
10972,0.61746,-,0.91857
10973,0.61767,-,1.06839
10974,0.61760,-,0.91841
10975,0.61740,-,1.01806
10976,0.61757,-,0.96820
10977,0.61730,-,0.91858
10978,0.61749,-,0.91857
10979,0.61746,-,0.91824
10980,0.61754,-,0.91890
10981,0.61766,-,1.06902
10982,0.61757,-,0.96915
10983,0.61784,-,0.91863
10984,0.61772,-,0.91833
10985,0.61783,-,0.96843
10986,0.61798,-,0.86854
10987,0.66716,-,0.96871
10988,0.61728,-,1.01917
10989,0.61788,-,0.91863
10990,0.61720,-,0.96812
